train_loss,val_loss
0.10726908915954778,0.054644582219994985
0.04545302717333548,0.040670945667303525
0.036725635341822334,0.034731730102346495
0.03218148240389732,0.030606582904091247
0.029220027005315848,0.028107339205841225
0.027010354281076763,0.02636250531157622
0.026033735129600152,0.02602970430579705
0.024908354414356314,0.0242605880380441
0.0244106704600028,0.024167970539285585
0.023451315079871405,0.0233950157625935
0.02344438871050365,0.02306628621254976
0.02295219890661856,0.022726613096892834
0.022350650171263732,0.02297342740572416
0.021997317751376037,0.022390231728935853
0.021978855242506944,0.02276405157187046
0.02186829755361327,0.02114046169206118
0.021728850298155196,0.021497524104630336
0.02150055036171634,0.021258719217700835
0.021480930596988045,0.020437218368244477
0.021169461932781544,0.021101363671895784
0.020857464625603624,0.020934552181130037
0.020791619152435634,0.02071893241447516
0.020588347726127405,0.020528183079873905
0.020921919934658542,0.020174305324848645
0.020451266264829498,0.02071843185247137
0.02023530371574701,0.020449304272635624
0.0202634623592608,0.020037935545238163
0.020176375443991434,0.01985498225220885
0.020188130197537124,0.020070773406097524
0.019988016766679082,0.019756654038643226
0.019897559110441398,0.01977760400861884
0.020103701097795214,0.020148562494283304
0.0197340992725112,0.019372780305834916
0.01973428090230331,0.02020419306623248
0.019909154092415404,0.019594544783616677
0.019660470969417792,0.01952344570786525
0.01962379784259595,0.01981156777877074
0.019593008308329135,0.019342409351315253
0.019687354787547365,0.019378878940374423
0.019457436765695356,0.019397682044655085
0.019323462783557992,0.01954249905135769
0.01931736854494064,0.019466314440927446
0.019249751361914806,0.01961443618608591
0.019281672423259698,0.018413533110362597
0.019252123147981543,0.01880619612832864
0.019294660532464966,0.019305203133859694
0.01914271513501612,0.018881278172230873
0.01922491401569265,0.01939144804596137
0.019152277951232262,0.01904098542693716
0.019175435143769678,0.019314704295725394
0.018910942720567696,0.01888130095381385
0.01881243515974627,0.01866038714368374
0.018879228438704442,0.018507074349774763
0.01899252752136662,0.018550281138278734
0.01891866756372281,0.019119451192613594
0.018986411494179033,0.018254005911354072
0.01898796534420461,0.018313440995720718
0.018878453938513357,0.018873354169325188
0.018892733471738733,0.018874773015387546
0.018952086965879824,0.01872909592034725
0.01883835151481132,0.01885611442132638
0.0187310486072754,0.01900553497939538
0.01867091603593057,0.018547583287820604
0.01879022846149647,0.01863851644194279
0.018692022269098166,0.01846407786107216
0.018760694121209603,0.018814756737974208
0.01874118427443517,0.018110894001065157
0.018681571910428442,0.01838284333308156
0.018624471178135045,0.01865366642148449
0.01876791004035781,0.01846189030374472
0.01863284182981548,0.018433086920338564
0.018744267344188232,0.019205052381715715
0.018588221009072457,0.018499838224110696
0.018808918595154826,0.018527128912795048
0.01828710324107072,0.0182906359863969
0.01848053350710334,0.017991231694722023
0.01845372354802795,0.017890202323309123
0.018399447608643617,0.017925612186678708
0.01856080546346294,0.017970184700038187
0.018393053917978436,0.018387550070213202
0.01850503601698985,0.01861310929346543
0.018408251040750463,0.018495973139905777
0.01839396655241139,0.01893376289174343
0.01848166456255011,0.018721123333447255
0.018353898151833404,0.018160921819985677
0.01832651647213751,0.018249771426407956
0.018167236242761724,0.018780643335328653
0.01818141640506239,0.0181846890049294
0.01807535586393096,0.018312882405156508
0.018399952576519586,0.018145091915264342
0.01828325393760943,0.018553411337332085
0.018236949602062374,0.01819722871415508
0.0181947389864323,0.017709035056237228
0.01838020963045076,0.017931631754319638
0.018025835506363302,0.018704679508048754
0.01846654448682108,0.01831856393852295
0.018256582823207874,0.01857900270857872
0.01834495350296617,0.018103213312152106
0.01836500486605761,0.017886997546809606
0.018388777296655834,0.017724508156952184
